Article,Size,From,To,Reason,Qty
59/068CTM,38,TV,CA,Top-up to target,1
59/068CTM,39,TV,ME2,Fill required run,1
59/068CTM,36,TV,RM,Top-up to target,1
59/068CTM,39,TV,RM,Top-up to target,1
59/068CTM,36,VR,AR,Fill required run,1
59/068CTM,37,VR,RM,Top-up to target,1
59/068CTM,37,VR,TV,Fill required run,1
59/068CTM,37,VR,TV,Top-up to target,1
59/068CTM,38,VR,TV,Top-up to target,1
59/068CTM,39,VR,TV,Fill required run,1
59/068CTM,39,VR,TV,Top-up to target,1
59/0706CTM,36,PM,AR,Fill required run,1
59/0706CTM,37,PM,AR,Fill required run,1
59/071PNE,36,AR,MC,Fallback to outlet (unfillable run),2
59/071PNE,37,AR,MC,Fallback to outlet (unfillable run),2
59/071PNE,38,AR,MC,Fallback to outlet (unfillable run),1
59/071PNE,41,AR,MC,Fallback to outlet (unfillable run),1
59/071PNE,39,AR,PD,Fill required run,1
59/071PNE,40,AR,RM,Fill required run,1
59/071PNE,39,AR,TV,Fill required run,1
59/071PNE,40,BO,AR,Top-up to target,1
59/071PNE,38,BO,MC,Fallback to outlet (unfillable run),1
59/071PNE,41,BO,MC,Fallback to outlet (unfillable run),1
59/071PNE,37,BO,NV,Fill required run,1
59/071PNE,39,BO,NV,Fill required run,1
59/071PNE,36,BS,MC,Fallback to outlet (unfillable run),2
59/071PNE,37,BS,MC,Fallback to outlet (unfillable run),1
59/071PNE,37,BS,NV,Top-up to target,1
59/071PNE,39,BS,NV,Top-up to target,1
59/071PNE,37,CA,ME2,Fill required run,1
59/071PNE,38,CA,ME2,Fill required run,1
59/071PNE,36,CO,BS,Fill required run,1
59/071PNE,37,CO,MC,Fallback to outlet (unfillable run),1
59/071PNE,38,CO,MC,Fallback to outlet (unfillable run),1
59/071PNE,36,EU,BS,Top-up to target,1
59/071PNE,40,EU,BS,Fill required run,1
59/071PNE,39,EU,CA,Fill required run,1
59/071PNE,37,EU,MC,Fallback to outlet (unfillable run),1
59/071PNE,38,EU,MC,Fallback to outlet (unfillable run),1
59/071PNE,37,LN,AR,Top-up to target,1
59/071PNE,40,LN,AR,Fill required run,1
59/071PNE,36,LN,RM,Top-up to target,1
59/071PNE,36,MC,AR,Top-up to target,1
59/071PNE,38,MC,AR,Top-up to target,1
59/071PNE,39,MC,AR,Fill required run,1
59/071PNE,37,ME2,PD,Fill required run,1
59/071PNE,38,ME2,PD,Fill required run,1
59/071PNE,37,NV,BS,Top-up to target,1
59/071PNE,37,NV,MC,Fallback to outlet (unfillable run),1
59/071PNE,37,NV,OR,Fill required run,1
59/071PNE,38,NV,OR,Fill required run,1
59/071PNE,39,NV,OR,Fill required run,1
59/071PNE,39,NV,RI,Fill required run,1
59/071PNE,37,OR,RI,Fill required run,1
59/071PNE,38,OR,RI,Fill required run,1
59/071PNE,37,PD,TV,Fill required run,1
59/071PNE,38,PD,TV,Fill required run,1
59/071PNE,39,PM,AR,Top-up to target,1
59/071PNE,41,PM,AR,Top-up to target,1
59/071PNE,37,RI,CA,Fill required run,1
59/071PNE,38,RI,CA,Fill required run,1
59/071PNE,40,RM,EU,Fill required run,1
59/071PNE,36,RM,MC,Fallback to outlet (unfillable run),2
59/071PNE,37,RM,MC,Fallback to outlet (unfillable run),2
59/071PNE,38,RM,MC,Fallback to outlet (unfillable run),1
59/071PNE,41,RM,MC,Fallback to outlet (unfillable run),1
59/071PNE,39,RM,ME2,Fill required run,1
59/071PNE,39,VR,BS,Fill required run,1
59/071PNE,38,VR,NV,Top-up to target,1
59/071PNE,37,VR,RM,Top-up to target,1
59/071PNE,38,VR,RM,Top-up to target,1
59/071PTM,36,AR,BS,Top-up to target,1
59/071PTM,36,AR,MC,Fallback to outlet (unfillable run),1
59/071PTM,37,AR,MC,Fallback to outlet (unfillable run),2
59/071PTM,38,AR,MC,Fallback to outlet (unfillable run),1
59/071PTM,39,AR,TV,Fill required run,1
59/071PTM,36,BO,CO,Fill required run,1
59/071PTM,38,BO,MC,Fallback to outlet (unfillable run),1
59/071PTM,37,BO,NV,Top-up to target,1
59/071PTM,39,BO,NV,Top-up to target,1
59/071PTM,36,BS,BO,Fill required run,1
59/071PTM,39,BS,CA,Fill required run,1
59/071PTM,36,BS,MC,Fallback to outlet (unfillable run),1
59/071PTM,37,BS,MC,Fallback to outlet (unfillable run),1
59/071PTM,38,BS,MC,Fallback to outlet (unfillable run),1
59/071PTM,36,BS,NV,Top-up to target,1
59/071PTM,37,CA,ME2,Fill required run,1
59/071PTM,38,CA,ME2,Fill required run,1
59/071PTM,36,CO,BS,Fill required run,1
59/071PTM,37,CO,MC,Fallback to outlet (unfillable run),1
59/071PTM,38,CO,MC,Fallback to outlet (unfillable run),1
59/071PTM,39,CO,ME2,Fill required run,1
59/071PTM,36,EU,MC,Fallback to outlet (unfillable run),1
59/071PTM,38,EU,MC,Fallback to outlet (unfillable run),1
59/071PTM,39,EU,MC,Fallback to outlet (unfillable run),2
59/071PTM,36,LN,AR,Fill required run,1
59/071PTM,37,LN,AR,Top-up to target,1
59/071PTM,39,LN,AR,Fill required run,1
59/071PTM,38,LN,BO,Fill required run,1
59/071PTM,40,LN,BO,Fill required run,1
59/071PTM,38,LN,CO,Fill required run,1
59/071PTM,37,ME2,TV,Fill required run,1
59/071PTM,38,ME2,TV,Fill required run,1
59/071PTM,36,NV,MC,Fallback to outlet (unfillable run),1
59/071PTM,37,NV,MC,Fallback to outlet (unfillable run),1
59/071PTM,38,NV,MC,Fallback to outlet (unfillable run),1
59/071PTM,39,NV,PM,Fill required run,1
59/071PTM,37,NV,RI,Fill required run,1
59/071PTM,39,NV,RI,Fill required run,1
59/071PTM,36,OR,AR,Top-up to target,1
59/071PTM,37,OR,BO,Fill required run,1
59/071PTM,39,OR,BO,Fill required run,1
59/071PTM,40,OR,CO,Fill required run,1
59/071PTM,38,OR,NV,Top-up to target,1
59/071PTM,37,PM,CA,Fill required run,1
59/071PTM,38,PM,CA,Fill required run,1
59/071PTM,37,RI,PM,Fill required run,1
59/071PTM,38,RI,PM,Fill required run,1
59/071PTM,37,RM,MC,Fallback to outlet (unfillable run),1
59/071PTM,38,RM,MC,Fallback to outlet (unfillable run),2
59/071PTM,39,RM,MC,Fallback to outlet (unfillable run),1
59/071PTM,37,TV,PD,Fill required run,1
59/071PTM,39,TV,PD,Fill required run,1
59/071PTM,37,VR,CO,Fill required run,1
59/071PTM,39,VR,CO,Fill required run,1
59/071PTM,40,VR,MC,Fallback to outlet (unfillable run),1
59/071PTM,38,VR,RI,Fill required run,1
59/0723NBTM,36,PM,EU,Fill required run,1
59/0723NBTM,37,PM,EU,Fill required run,1
59/0723NBTM,38,PM,EU,Top-up to target,1
59/0723PNE,37,ME2,EU,Top-up to target,1
59/0723PNE,39,ME2,RM,Top-up to target,1
59/0723PNE,36,MI,EU,Fill required run,1
59/0723PNE,37,MI,EU,Fill required run,1
59/0723PNE,39,MI,EU,Top-up to target,1
59/0723PNE,40,MI,EU,Fill required run,1
59/0723PNE,41,MI,EU,Top-up to target,1
59/0723PNE,38,RI,EU,Fill required run,1
59/072KCNE,36,AR,BS,Fill required run,1
59/072KCNE,39,AR,BS,Fill required run,1
59/072KCNE,40,AR,BS,Fill required run,1
59/072KCNE,37,AR,VR,Top-up to target,1
59/072KCNE,39,AR,VR,Top-up to target,1
59/072KCNE,36,BS,VR,Top-up to target,1
59/072KCNE,37,BS,VR,Fill required run,1
59/072KCNE,38,BS,VR,Top-up to target,1
59/072KCNE,39,BS,VR,Fill required run,1
59/072KCNE,37,EU,BS,Fill required run,1
59/072KCNE,38,EU,BS,Fill required run,1
59/072KCNE,36,EU,RM,Top-up to target,1
59/072KCNE,37,NV,LN,Fill required run,1
59/072KCNE,38,NV,LN,Fill required run,1
59/072KCNE,38,RI,AR,Fill required run,1
59/072KCNE,37,RI,RM,Top-up to target,1
59/072KCNE,36,RM,AR,Fill required run,1
59/072KCNE,40,RM,AR,Fill required run,1
59/072KCNE,36,RM,SM,Fallback to outlet (unfillable run),1
59/072KCNE,37,RM,SM,Fallback to outlet (unfillable run),3
59/072KCNE,35,RM,VR,Top-up to target,1
59/072KCNE,38,SM,RM,Fill required run,1
59/072KCNE,39,VR,LN,Fill required run,1
59/072KCNE,37,VR,NV,Fill required run,1
59/072KCNE,38,VR,NV,Fill required run,1
59/072KCNE,39,VR,NV,Fill required run,1
59/072KCNE,35,VR,SM,Fallback to outlet (unfillable run),1
59/072KCNE,36,VR,SM,Fallback to outlet (unfillable run),1
59/072KCTM,36,AR,BO,Fill required run,1
59/072KCTM,37,AR,BO,Fill required run,1
59/072KCTM,38,AR,BO,Fill required run,1
59/072KCTM,36,BO,BS,Fill required run,1
59/072KCTM,37,BO,BS,Fill required run,1
59/072KCTM,38,BO,BS,Fill required run,1
59/072KCTM,37,BS,NV,Fill required run,1
59/072KCTM,38,BS,NV,Fill required run,1
59/072KCTM,39,EU,BO,Fill required run,1
59/072KCTM,38,EU,RI,Fill required run,1
59/072KCTM,36,EU,RM,Fill required run,1
59/072KCTM,36,EU,RM,Top-up to target,1
59/072KCTM,37,EU,RM,Fill required run,1
59/072KCTM,38,EU,RM,Fill required run,1
59/072KCTM,36,LN,EU,Top-up to target,1
59/072KCTM,38,LN,EU,Fill required run,1
59/072KCTM,39,LN,EU,Fill required run,1
59/072KCTM,37,NV,RI,Fill required run,1
59/072KCTM,38,OR,EU,Top-up to target,1
59/072KCTM,37,RI,VR,Fill required run,1
59/072KCTM,36,RM,AR,Fill required run,1
59/072KCTM,37,RM,AR,Fill required run,1
59/072KCTM,38,RM,AR,Fill required run,1
59/072KCTM,39,RM,AR,Fill required run,1
59/072KCTM,37,RM,EU,Top-up to target,1
59/0887CTM,37,MC,RM,Top-up to target,1
59/0887CTM,36,PM,RM,Fill required run,1
59/0887CTM,36,RI,RM,Top-up to target,1
59/0887CTM,37,SD,RM,Fill required run,1
59/0943CTM,37,AR,AU,Fallback to outlet (unfillable run),2
59/0943CTM,38,AR,AU,Fallback to outlet (unfillable run),2
59/0943CTM,39,AR,AU,Fallback to outlet (unfillable run),1
59/0943CTM,36,AR,BS,Fill required run,1
59/0943CTM,40,AR,BS,Fill required run,1
59/0943CTM,37,BO,EU,Top-up to target,1
59/0943CTM,38,BO,EU,Top-up to target,1
59/0943CTM,39,BO,EU,Fill required run,1
59/0943CTM,39,BO,EU,Top-up to target,1
59/0943CTM,40,BO,EU,Fill required run,1
59/0943CTM,38,BS,AR,Top-up to target,1
59/0943CTM,36,BS,CO,Fill required run,1
59/0943CTM,37,BS,CO,Fill required run,1
59/0943CTM,38,BS,CO,Fill required run,1
59/0943CTM,40,BS,CO,Fill required run,1
59/0943CTM,36,EU,AR,Fill required run,1
59/0943CTM,37,EU,AR,Top-up to target,1
59/0943CTM,39,EU,AR,Top-up to target,1
59/0943CTM,40,EU,AR,Fill required run,1
59/0943CTM,40,EU,AR,Top-up to target,1
59/0943CTM,37,EU,BS,Fill required run,1
59/0943CTM,39,EU,BS,Fill required run,1
59/0943CTM,37,RM,AU,Fallback to outlet (unfillable run),1
59/0943CTM,38,RM,AU,Fallback to outlet (unfillable run),2
59/0943CTM,39,RM,AU,Fallback to outlet (unfillable run),1
59/0943CTM,40,RM,EU,Top-up to target,1
59/0943CTM,36,VR,EU,Fill required run,1
59/0943CTM,37,VR,EU,Fill required run,1
59/0943CTM,38,VR,EU,Fill required run,1
59/0943PNE,38,AR,AU,Fallback to outlet (unfillable run),1
59/0943PNE,39,AR,AU,Fallback to outlet (unfillable run),2
59/0943PNE,36,BO,AU,Fallback to outlet (unfillable run),1
59/0943PNE,37,BO,AU,Fallback to outlet (unfillable run),1
59/0943PNE,39,BO,AU,Fallback to outlet (unfillable run),1
59/0943PNE,38,BO,NV,Fill required run,1
59/0943PNE,38,BS,AU,Fallback to outlet (unfillable run),1
59/0943PNE,37,CO,AU,Fallback to outlet (unfillable run),1
59/0943PNE,38,CO,AU,Fallback to outlet (unfillable run),2
59/0943PNE,36,EU,BO,Fill required run,1
59/0943PNE,37,OR,BO,Fill required run,1
59/0943PNE,38,OR,BO,Fill required run,1
59/0943PNE,36,OR,EU,Top-up to target,1
59/0943PNE,37,RM,AU,Fallback to outlet (unfillable run),1
59/0943PNE,38,RM,AU,Fallback to outlet (unfillable run),1
59/0943PNE,39,RM,AU,Fallback to outlet (unfillable run),2
59/0943PNE,39,VR,BO,Fill required run,1
59/0943PNE,40,VR,BO,Fill required run,1
59/0943PNE,37,VR,NV,Fill required run,1
59/0943PNE,39,VR,NV,Fill required run,1
59/095CTM,36,AR,EU,Fill required run,1
59/095CTM,37,AR,EU,Fill required run,1
59/095CTM,40,AR,EU,Fill required run,1
59/095CTM,37,BO,NV,Fill required run,1
59/095CTM,38,BO,NV,Fill required run,1
59/095CTM,39,BO,NV,Fill required run,1
59/095CTM,37,EU,AR,Top-up to target,1
59/095CTM,36,EU,BO,Fill required run,1
59/095CTM,37,EU,BO,Fill required run,1
59/095CTM,38,EU,BO,Fill required run,1
59/095CTM,39,EU,BO,Fill required run,1
59/095CTM,40,EU,BO,Fill required run,1
59/095CTM,36,PM,AR,Fill required run,1
59/095CTM,38,PM,AR,Top-up to target,1
59/095CTM,39,PM,AR,Fill required run,1
59/095CTM,36,RM,AR,Top-up to target,1
59/095CTM,39,RM,AR,Top-up to target,1
59/095CTM,40,RM,AR,Fill required run,1
59/095CTM,39,RM,EU,Fill required run,1
59/095PNE,37,BS,CO,Top-up to target,1
59/095PNE,37,CO,OR,Fill required run,1
59/095PNE,37,EU,BS,Top-up to target,1
59/095PNE,38,EU,BS,Top-up to target,1
59/095PNE,39,EU,CO,Top-up to target,1
59/095PNE,37,EU,OR,Top-up to target,1
59/095PNE,39,EU,OR,Fill required run,1
59/095PNE,37,LN,RM,Top-up to target,1
59/095PNE,38,LN,RM,Top-up to target,1
59/095PNE,37,OR,LN,Fill required run,1
59/095PNE,39,OR,RM,Top-up to target,1
59/095PNE,37,OR,VR,Top-up to target,1
59/095PNE,38,OR,VR,Fill required run,1
59/095PNE,39,OR,VR,Fill required run,1
59/095PNE,37,RM,EU,Top-up to target,1
59/095PNE,38,RM,EU,Top-up to target,1
59/095PNE,39,RM,EU,Top-up to target,1
59/095PNE,40,RM,EU,Top-up to target,1
59/095PNE,39,RM,OR,Top-up to target,1
59/095PNE,38,VR,LN,Fill required run,1
59/095PNE,39,VR,LN,Fill required run,1
59/095PNE,40,VR,RM,Top-up to target,1
59/10003CBE,37,MI,BO,Top-up to target,1
59/10003CBE,39,MI,BO,Top-up to target,1
59/10003CBE,40,MI,BO,Top-up to target,1
59/10005CCA,37,MI,PD,Top-up to target,1
59/10005CCA,38,MI,PD,Top-up to target,1
59/10005CTM,37,MI,VR,Top-up to target,1
59/100PNE,36,AU,BO,Fill required run,1
59/100PNE,37,AU,BO,Top-up to target,1
59/100PNE,38,AU,BO,Top-up to target,1
59/100PNE,39,AU,BO,Top-up to target,1
59/100PNE,40,AU,BO,Fill required run,1
59/100PNE,37,AU,CO,Fill required run,1
59/100PNE,41,M4,BO,Top-up to target,1
59/100PNE,40,MC,BO,Top-up to target,1
59/100PNE,37,MC,CO,Top-up to target,1
59/100PNE,38,MC,CO,Top-up to target,1
59/100PNE,39,MC,CO,Fill required run,1
59/100PNE,36,SC,BO,Top-up to target,1
59/100PNE,37,SC,BS,Top-up to target,1
59/100PNE,38,SC,BS,Top-up to target,1
59/102CTM,40,AU,PD,Top-up to target,1
59/102CTM,37,MC,BS,Top-up to target,1
59/102CTM,39,MC,BS,Top-up to target,1
59/102CTM,38,MI,NV,Top-up to target,1
59/102CTM,38,SC,BS,Top-up to target,1
59/102CTM,37,SC,NV,Top-up to target,1
59/102CTM,39,SC,NV,Top-up to target,1
59/102CTM,40,SM,BS,Top-up to target,1
59/102CTM,37,SM,PD,Top-up to target,1
59/102CTM,39,SM,PD,Top-up to target,1
59/104RFCTM,38,AR,SC,Fallback to outlet (unfillable run),2
59/104RFCTM,39,AR,SC,Fallback to outlet (unfillable run),1
59/104RFCTM,37,BO,SC,Fallback to outlet (unfillable run),1
59/104RFCTM,38,BO,SC,Fallback to outlet (unfillable run),1
59/104RFCTM,37,BS,SC,Fallback to outlet (unfillable run),1
59/104RFCTM,38,BS,SC,Fallback to outlet (unfillable run),1
59/104RFCTM,39,BS,SC,Fallback to outlet (unfillable run),1
59/104RFCTM,41,BS,SC,Fallback to outlet (unfillable run),1
59/104RFCTM,38,CO,SC,Fallback to outlet (unfillable run),1
59/104RFCTM,39,CO,SC,Fallback to outlet (unfillable run),1
59/104RFCTM,37,LN,RI,Top-up to target,1
59/104RFCTM,38,LN,SC,Fallback to outlet (unfillable run),1
59/104RFCTM,38,ME2,CA,Fill required run,1
59/104RFCTM,38,ME2,RI,Top-up to target,1
59/104RFCTM,38,NV,SC,Fallback to outlet (unfillable run),1
59/104RFCTM,37,NV,VR,Top-up to target,1
59/104RFCTM,37,OR,CA,Fill required run,1
59/104RFCTM,36,OR,EU,Top-up to target,1
59/104RFCTM,38,OR,SC,Fallback to outlet (unfillable run),2
59/104RFCTM,40,OR,SC,Fallback to outlet (unfillable run),1
59/104RFCTM,37,PD,NV,Fill required run,1
59/104RFCTM,38,PD,SC,Fallback to outlet (unfillable run),3
59/104RFCTM,40,PD,SC,Fallback to outlet (unfillable run),1
59/104RFCTM,36,PM,EU,Fill required run,1
59/104RFCTM,38,PM,SC,Fallback to outlet (unfillable run),2
59/104RFCTM,40,PM,SC,Fallback to outlet (unfillable run),1
59/104RFCTM,37,PM,VR,Fill required run,1
59/104RFCTM,38,RM,SC,Fallback to outlet (unfillable run),2
59/104RFCTM,39,RM,SC,Fallback to outlet (unfillable run),1
59/104RFCTM,38,SC,NV,Fill required run,1
59/104RFCTM,39,SC,NV,Fill required run,1
59/104RFCTM,39,TV,CA,Fill required run,1
59/105PBO,38,AR,CO,Top-up to target,1
59/105PBO,38,CO,AR,Top-up to target,1
59/105PBO,40,CO,EU,Top-up to target,1
59/105PBO,38,CO,NV,Top-up to target,1
59/105PBO,39,CO,NV,Top-up to target,1
59/105PBO,38,CO,RM,Top-up to target,1
59/105PBO,39,EU,AR,Top-up to target,1
59/105PBO,39,EU,CO,Top-up to target,1
59/105PBO,38,NV,OR,Top-up to target,1
59/105PBO,38,OR,TV,Top-up to target,1
59/105PBO,38,RI,EU,Top-up to target,1
59/105PBO,39,RI,EU,Top-up to target,1
59/105PBO,39,RM,OR,Top-up to target,1
59/105PTNE,37,BO,BS,Top-up to target,1
59/105PTNE,36,BO,EU,Fill required run,1
59/105PTNE,37,BO,NV,Top-up to target,1
59/105PTNE,39,BO,OR,Fill required run,1
59/105PTNE,39,BO,VR,Fill required run,1
59/105PTNE,37,BS,OR,Fill required run,1
59/105PTNE,37,CO,BO,Top-up to target,1
59/105PTNE,40,CO,BO,Top-up to target,1
59/105PTNE,38,CO,OR,Fill required run,1
59/105PTNE,37,ME2,TV,Fill required run,1
59/105PTNE,38,ME2,TV,Fill required run,1
59/105PTNE,38,NV,BO,Top-up to target,1
59/105PTNE,37,NV,ME2,Fill required run,1
59/105PTNE,38,NV,ME2,Fill required run,1
59/105PTNE,39,NV,ME2,Fill required run,1
59/105PTNE,37,NV,RM,Top-up to target,1
59/105PTNE,37,OR,VR,Fill required run,1
59/105PTNE,38,OR,VR,Fill required run,1
59/105PTNE,37,RI,AR,Top-up to target,1
59/105PTNE,39,RI,BO,Top-up to target,1
59/105PTNE,37,RI,EU,Top-up to target,1
59/105PTNE,38,RI,EU,Top-up to target,1
59/105PTNE,40,RI,EU,Fill required run,1
59/105PTNE,39,RM,TV,Fill required run,1
59/105PTNE,37,TV,PD,Fill required run,1
59/105PTNE,38,TV,PD,Fill required run,1
59/105PTNE,37,VR,NV,Fill required run,1
59/105PTNE,38,VR,NV,Fill required run,1
59/105PTTM,39,BS,AR,Top-up to target,1
59/105PTTM,38,M4,AR,Top-up to target,1
59/1099CTM,38,PD,EU,Top-up to target,1
59/1099CTM,36,RI,EU,Fill required run,1
59/1099CTM,37,RI,EU,Fill required run,1
59/1099CTM,39,RI,EU,Top-up to target,1
59/113CTM,37,BO,PD,Top-up to target,1
59/113CTM,37,RI,PD,Fill required run,1
59/113CTM,36,RI,RM,Fill required run,1
59/113CTM,40,RI,RM,Fill required run,1
59/113CTM,38,VR,PD,Top-up to target,1
59/113CTM,37,VR,RM,Fill required run,1
59/113PNE,38,AU,PD,Fill required run,1
59/113PNE,37,TV,PD,Fill required run,1
59/113PNE,39,TV,PD,Fill required run,1
59/1179PTM,36,OR,AR,Top-up to target,1
59/1179PTM,37,OR,AR,Fill required run,1
59/1179PTM,36,RI,AR,Fill required run,1
59/1179PTM,38,RI,AR,Top-up to target,1
59/1179PTM,39,RI,AR,Fill required run,1
59/1179TM,39,CA,AR,Fill required run,1
59/1192CTM,41,AR,RM,Top-up to target,1
59/1192CTM,36,BO,CO,Fill required run,1
59/1192CTM,38,BS,VR,Fill required run,1
59/1192CTM,37,CO,VR,Top-up to target,1
59/1192CTM,38,CO,VR,Top-up to target,1
59/1192CTM,37,LN,PM,Fill required run,1
59/1192CTM,39,LN,PM,Fill required run,1
59/1192CTM,37,NV,RM,Top-up to target,1
59/1192CTM,39,NV,RM,Top-up to target,1
59/1192CTM,40,NV,RM,Top-up to target,1
59/1192CTM,37,OR,CO,Fill required run,1
59/1192CTM,38,OR,RM,Top-up to target,1
59/1192CTM,37,RI,RM,Fill required run,1
59/1192CTM,39,RI,RM,Fill required run,1
59/1192CTM,36,RM,BO,Fill required run,1
59/1192CTM,38,VR,CO,Fill required run,1
59/1192CTM,40,VR,CO,Fill required run,1
59/1192CTM,37,VR,LN,Fill required run,1
59/1192CTM,38,VR,LN,Fill required run,1
59/1192CTM,39,VR,LN,Fill required run,1
59/1192PNE,36,AR,BS,Fill required run,1
59/1192PNE,40,AR,BS,Fill required run,1
59/1192PNE,36,AR,EU,Top-up to target,1
59/1192PNE,40,AR,EU,Fill required run,1
59/1192PNE,41,AR,VR,Top-up to target,1
59/1192PNE,40,BO,AR,Top-up to target,1
59/1192PNE,41,BO,AR,Top-up to target,1
59/1192PNE,37,BO,VR,Fill required run,1
59/1192PNE,38,BO,VR,Top-up to target,1
59/1192PNE,39,BO,VR,Top-up to target,1
59/1192PNE,36,BS,VR,Top-up to target,1
59/1192PNE,37,BS,VR,Top-up to target,1
59/1192PNE,40,BS,VR,Top-up to target,1
59/1192PNE,39,CO,VR,Fill required run,1
59/1192PNE,37,NV,LN,Fill required run,1
59/1192PNE,38,NV,LN,Fill required run,1
59/1192PNE,39,OR,AR,Top-up to target,1
59/1192PNE,37,OR,BS,Fill required run,1
59/1192PNE,36,PM,AR,Fill required run,1
59/1192PNE,37,PM,AR,Top-up to target,1
59/1192PNE,38,PM,AR,Top-up to target,1
59/1192PNE,40,RI,AR,Fill required run,1
59/1192PNE,38,RI,BS,Fill required run,1
59/1192PNE,39,RI,BS,Fill required run,1
59/1192PNE,38,RI,VR,Fill required run,1
59/1192PNE,36,RM,AR,Top-up to target,1
59/1192PNE,39,VR,LN,Fill required run,1
59/1192PNE,37,VR,NV,Fill required run,1
59/1192PNE,38,VR,NV,Fill required run,1
59/1192PNE,39,VR,NV,Fill required run,1
59/1211853N,37,AU,NV,Top-up to target,1
59/1211853N,37,MC,EU,Top-up to target,1
59/1211853N,38,MC,RM,Top-up to target,1
59/1211853N,39,MC,RM,Top-up to target,1
59/1211853N,40,MC,RM,Top-up to target,1
59/1211853N,38,MI,BO,Top-up to target,1
59/1211853N,39,MI,BO,Top-up to target,1
59/1211853N,40,MI,BO,Top-up to target,1
59/1211853N,37,MI,RM,Top-up to target,1
59/1211853N,38,SC,NV,Top-up to target,1
59/1211853N,39,SC,NV,Top-up to target,1
59/1211853N,40,SC,NV,Top-up to target,1
59/1211853N,38,SD,EU,Top-up to target,1
59/1211853N,39,SD,EU,Top-up to target,1
59/1211853N,40,SD,EU,Top-up to target,1
59/1211853N,37,SM,BO,Top-up to target,1
59/1211853T,37,AU,BS,Top-up to target,1
59/1211853T,38,AU,BS,Top-up to target,1
59/1211853T,39,AU,BS,Top-up to target,1
59/1211853T,38,ME2,VR,Top-up to target,1
59/1211853T,38,SM,NV,Top-up to target,1
59/1211853T,39,SM,NV,Top-up to target,1
59/1211853T,40,SM,NV,Top-up to target,1
59/1211853T,39,TV,VR,Top-up to target,1
59/1233PNE,37,MI,BO,Top-up to target,1
59/1233PTM,37,MI,BO,Top-up to target,1
59/1233PTM,38,MI,BO,Top-up to target,1
59/1233PTM,39,MI,BO,Top-up to target,1
59/1331993N,36,CA,BS,Fill required run,1
59/1331993N,37,CA,BS,Top-up to target,1
59/1331993N,38,CA,BS,Top-up to target,1
59/133199CT,40,AU,NV,Top-up to target,1
59/133199CT,40,AU,OR,Top-up to target,1
59/133199CT,37,AU,RM,Top-up to target,1
59/133199CT,37,CA,OR,Top-up to target,1
59/133199CT,38,CA,SC,Fallback to outlet (unfillable run),2
59/133199CT,39,CA,SC,Fallback to outlet (unfillable run),1
59/133199CT,40,CA,SC,Fallback to outlet (unfillable run),2
59/133199CT,38,M4,CO,Top-up to target,1
59/133199CT,38,M4,NV,Top-up to target,1
59/133199CT,39,M4,NV,Top-up to target,1
59/133199CT,38,M4,OR,Top-up to target,1
59/133199CT,39,M4,OR,Top-up to target,1
59/133199CT,38,M4,PD,Top-up to target,1
59/133199CT,39,M4,PD,Top-up to target,1
59/133199CT,38,M4,RM,Top-up to target,1
59/133199CT,39,M4,RM,Top-up to target,1
59/133199CT,38,M4,WEB,Top-up to target,1
59/133199CT,39,M4,WEB,Top-up to target,1
59/133199CT,37,ME2,PD,Top-up to target,1
59/133199CT,41,ME2,RM,Top-up to target,1
59/133199CT,38,ME2,SC,Fallback to outlet (unfillable run),2
59/133199CT,39,ME2,SC,Fallback to outlet (unfillable run),1
59/133199CT,40,ME2,SC,Fallback to outlet (unfillable run),1
59/133199CT,40,MI,PD,Top-up to target,1
59/133199CT,37,SC,CO,Top-up to target,1
59/133199CT,40,SD,RM,Top-up to target,1
59/133199CT,37,SM,NV,Top-up to target,1
59/133199CT,41,TV,NV,Top-up to target,1
59/133199TO,38,PM,RM,Top-up to target,1
59/133199TO,39,PM,RM,Top-up to target,1
59/133199TO,40,PM,RM,Top-up to target,1
59/136VBO,40,AU,EU,Fill required run,1
59/136VBO,36,BO,AU,Fallback to outlet (unfillable run),1
59/136VBO,37,BO,AU,Fallback to outlet (unfillable run),1
59/136VBO,38,BO,AU,Fallback to outlet (unfillable run),1
